type,code,name_km,name_en,province_code,district_code
ឃុំ,060403,ផាន់ញើម,Phan Nheum,06,0604
ឃុំ,060404,សាគ្រាម,Sakream,06,0604
ឃុំ,060405,សាលាវិស័យ,Sala Visai,06,0604
ឃុំ,060406,សាមគ្គី,Sameakki,06,0604
ឃុំ,060407,ទួលគ្រើល,Tuol Kreul,06,0604
ឃុំ,060501,ឈូក,Chhuk,06,0605
ឃុំ,060502,គោល,Koul,06,0605
ឃុំ,060503,សំបូរណ៍,Sambour,06,0605
ឃុំ,060504,ស្រើង,Sraeung,06,0605
ឃុំ,060505,តាំងក្រសៅ,Tang Krasau,06,0605
ឃុំ,060601,ឈើទាល,Chheu Teal,06,0606
ឃុំ,060602,ដងកាំបិត,Dang Kambet,06,0606
ឃុំ,060603,ក្លែង,Klaeng,06,0606
ឃុំ,060604,មានរិទ្ធ,Mean Rith,06,0606
ឃុំ,060605,មានជ័យ,Mean Chey,06,0606
ឃុំ,060606,ងន,Ngan,06,0606
ឃុំ,060607,សណ្ដាន់,Sandan,06,0606
ឃុំ,060608,សុចិត្រ,Sochet,06,0606
ឃុំ,060609,ទំរីង,Tum Ring,06,0606
ឃុំ,060701,បឹងល្វា,Boeng Lvea,06,0607
ឃុំ,060702,ជ្រាប់,Chroab,06,0607
ឃុំ,060703,កំពង់ថ្ម,Kampong Thma,06,0607
ឃុំ,060704,កកោះ,Kakaoh,06,0607
ឃុំ,060705,ក្រយា,Kraya,06,0607
ឃុំ,060706,ព្នៅ,Pnov,06,0607
ឃុំ,060707,ប្រាសាទ,Prasat,06,0607
ឃុំ,060708,តាំងក្រសាំង,Tang Krasang,06,0607
ឃុំ,060709,ទីពោ,Ti Pou,06,0607
ឃុំ,060710,ត្បូងក្រពើ,Tboung Krapeu,06,0607
ឃុំ,060801,បន្ទាយស្ទោង,Banteay Stoung,06,0608
ឃុំ,060802,ចំណាក្រោម,Chamna Kraom,06,0608
ឃុំ,060803,ចំណាលើ,Chamna Leu,06,0608
ឃុំ,060804,កំពង់ចិនជើង,Kampong Chen Cheung,06,0608
ឃុំ,060805,កំពង់ចិនត្បូង,Kampong Chen Tboung,06,0608
ឃុំ,060806,ម្សាក្រង,Msa Krang,06,0608
ឃុំ,060807,ពាមបាង,Peam Bang,06,0608
ឃុំ,060808,ពពក,Popok,06,0608
ឃុំ,060809,ប្រឡាយ,Pralay,06,0608
ឃុំ,060810,ព្រះដំរី,Preah Damrei,06,0608
ឃុំ,060811,រុងរឿង,Rung Roeang,06,0608
ឃុំ,060812,សំព្រោជ,Samprouch,06,0608
ឃុំ,060813,ទ្រា,Trea,06,0608
ឃុំ,060901,ពង្រ,Pongro,06,0609
ឃុំ,060902,ច្រនាង,Chraneang,06,0609
ឃុំ,060903,ជ្រលង,Chrolong,06,0609
ឃុំ,060904,ទ្រៀល,Triel,06,0609
ឃុំ,060905,សូយោង,Sou Young,06,0609
ឃុំ,060906,ស្រឡៅ,Sralau,06,0609
ឃុំ,060907,ស្វាយភ្លើង,Svay Phleung,06,0609
ឃុំ,060908,អណ្ដូងពោធិ៍,Andoung Pou,06,0609
ឃុំ,070101,អង្គភ្នំតូច,Angk Phnum Touch,07,0701
ឃុំ,070102,អង្គរជ័យ,Ankor Chey,07,0701
ឃុំ,070103,ចំប៉ី,Champei,07,0701
ឃុំ,070104,ដំបូកខ្ពស់,Dambouk Khpos,07,0701
ឃុំ,070105,ដានគោម,Dan Koum,07,0701
ឃុំ,070106,ដើមដូង,Daeum Doung,07,0701
ឃុំ,070107,ម្រោម,Mroum,07,0701
ឃុំ,070108,ភ្នំកុង,Phnum Kong,07,0701
ឃុំ,070109,ប្រភ្នំ,Praphnum,07,0701
ឃុំ,070110,សំឡាញ,Samlanh,07,0701
ឃុំ,070111,តានី,Tani,07,0701
ឃុំ,070201,បន្ទាយមាសខាងកើត,Banteay Meas Khang Kaeut,07,0702
ឃុំ,070202,បន្ទាយមាសខាងលិច,Banteay Meas Khang lech,07,0702
ឃុំ,070203,ព្រៃទន្លេ,Prey Tonle,07,0702
ឃុំ,070204,សំរោងក្រោម,Samraong Kraom,07,0702
ឃុំ,070205,សំរោងលើ,Samraong Leu,07,0702
ឃុំ,070206,ស្ដេចគង់ខាងជើង,Sdach Kong Khang Cheung,07,0702
ឃុំ,070207,ស្ដេចគង់ខាងលិច,Sdach Kong Khang lech,07,0702
ឃុំ,070208,ស្ដេចគង់ខាងត្បូង,Sdach Kong Khang Tboung,07,0702
ឃុំ,070209,ត្នោតចុងស្រង់,Tnoat Chong Srang,07,0702
ឃុំ,070210,ត្រពាំងសាលាខាងកើត,Trapeang Sala Khang Kaeut,07,0702
ឃុំ,070211,ត្រពាំងសាលាខាងលិច,Trapeang Sala Khang Lech,07,0702
ឃុំ,070212,ទូកមាសខាងកើត,Tuk Meas Khang Kaeut,07,0702
ឃុំ,070213,ទូកមាសខាងលិច,Tuk Meas Khang Lech,07,0702
ឃុំ,070214,វត្ដអង្គខាងជើង,Voat Angk Khang Cheung,07,0702
ឃុំ,070215,វត្ដអង្គខាងត្បូង,Voat Angk Khang Tboung,07,0702
ឃុំ,070301,បានៀវ,Baniev,07,0703
ឃុំ,070302,តាកែន,Takaen,07,0703
ឃុំ,070303,បឹងនិមល,Boeng Nimol,07,0703
ឃុំ,070304,ឈូក,Chhuk,07,0703
ឃុំ,070305,ដូនយ៉យ,Doun Yay,07,0703
ឃុំ,070306,ក្រាំងស្បូវ,Krang Sbov,07,0703
ឃុំ,070307,ក្រាំងស្នាយ,Krang Snay,07,0703
ឃុំ,070308,ល្បើក,Lbaeuk,07,0703
ឃុំ,070309,ត្រពាំងភ្លាំង,Trapeang Phleang,07,0703
ឃុំ,070310,មានជ័យ,Mean Chey,07,0703
ឃុំ,070311,នារាយណ៍,Neareay,07,0703
ឃុំ,070312,សត្វពង,Satv Pong,07,0703
ឃុំ,070313,ត្រពាំងបី,Trapeang Bei,07,0703
ឃុំ,070314,ត្រមែង,Tramaeng,07,0703
ឃុំ,070315,តេជោអភិវឌ្ឍន៍,Dechou Akphivoadth,07,0703
ឃុំ,070401,ច្រេស,Chres,07,0704
ឃុំ,070402,ជំពូវន្ដ,Chumpu Voan,07,0704
ឃុំ,070403,ស្នាយអញ្ជិត,Snay Anhchit,07,0704
ឃុំ,070404,ស្រែចែង,Srae Chaeng,07,0704
ឃុំ,070405,ស្រែក្នុង,Srae Knong,07,0704
ឃុំ,070406,ស្រែសំរោង,Srae Samraong,07,0704
ឃុំ,070407,ត្រពាំងរាំង,Trapeang Reang,07,0704
ឃុំ,070501,ដំណាក់សុក្រំ,Damnak Sokram,07,0705
ឃុំ,070502,ដងទង់,Dang Tong,07,0705
ឃុំ,070503,ឃ្ជាយខាងជើង,Khcheay Khang Cheung,07,0705
ឃុំ,070504,ខ្ជាយខាងត្បូង,Khcheay Khang Tboung,07,0705
ឃុំ,070505,មានរិទ្ធិ,Mean Ritth,07,0705
ឃុំ,070506,ស្រែជាខាងជើង,Srae Chea Khang Cheung,07,0705
ឃុំ,070507,ស្រែជាខាងត្បូង,Srae Chea Khang Tboung,07,0705
ឃុំ,070508,ទទុង,Totung,07,0705
ឃុំ,070509,អង្គ រមាស,Angk  Romeas,07,0705
ឃុំ,070510,ល្អាង,Lang,07,0705
ឃុំ,070601,បឹងសាលាខាងជើង,Boeng Sala Khang Cheung,07,0706
ឃុំ,070602,បឹងសាលាខាងត្បូង,Boeng Sala Khang Tboung,07,0706
ឃុំ,070603,ដំណាក់កន្ទួតខាងជើង,Damnak Kantuot Khang Cheung,07,0706
ឃុំ,070604,ដំណាក់កន្ទួតខាងត្បូង,Damnak Kantuot Khang Tboung,07,0706
ឃុំ,070605,កំពង់ត្រាចខាងកើត,Kampong Trach Khang Kaeut,07,0706
ឃុំ,070606,កំពង់ត្រាចខាងលិច,Kampong Trach Khang Lech,07,0706
ឃុំ,070607,ប្រាសាទភ្នំខ្យង,Prasat Phnom Khyang,07,0706
ឃុំ,070608,ភ្នំប្រាសាទ,Phnom Prasat,07,0706
ឃុំ,070609,អង្គសុរភី,Ang Sophy,07,0706
ឃុំ,070612,ព្រែកក្រឹស,Preaek Kroes,07,0706
ឃុំ,070613,ឫស្សីស្រុកខាងកើត,Ruessei Srok Khang Kaeut,07,0706
ឃុំ,070614,ឫស្សីស្រុកខាងលិច,Ruessei Srok Khang Lech,07,0706
ឃុំ,070615,ស្វាយទងខាងជើង,Svay Tong Khang Cheung,07,0706
ឃុំ,070616,ស្វាយទងខាងត្បូង,Svay Tong Khang Tboung,07,0706
ឃុំ,070701,បឹងទូក,Boeng Tuk,07,0707
ឃុំ,070702,ជុំគ្រៀល,Chum Kriel,07,0707
ឃុំ,070703,កំពង់ក្រែង,Kampong Kraeng,07,0707
ឃុំ,070704,កំពង់សំរោង,Kampong Samraong,07,0707
ឃុំ,070705,កណ្ដោល,Kandaol,07,0707
ឃុំ,070707,កោះតូច,Kaoh Touch,07,0707
ឃុំ,070708,កូនសត្វ,Koun Satv,07,0707
ឃុំ,070709,ម៉ាក់ប្រាង្គ,Makprang,07,0707
ឃុំ,070711,ព្រែកត្នោត,Preaek Tnoat,07,0707
ឃុំ,070712,ព្រៃឃ្មុំ,Prey Khmum,07,0707
ឃុំ,070713,ព្រៃថ្នង,Prey Thnang,07,0707
ឃុំ,070715,ស្ទឹងកែវ,Stueng Kaev,07,0707
ឃុំ,070716,ថ្មី,Thmei,07,0707
ឃុំ,070717,ត្រពាំងព្រីង,Trapeang Pring,07,0707
ឃុំ,070718,ត្រពាំងសង្កែ,Trapeang Sangkae,07,0707
ឃុំ,070719,ត្រពាំងធំ,Trapeang Thum,07,0707
សង្កាត់,070801,កំពង់កណ្ដាល,Kampong Kandal,07,0708
សង្កាត់,070802,ក្រាំងអំពិល,Krang Ampil,07,0708
សង្កាត់,070803,កំពង់បាយ,Kampong Bay,07,0708
សង្កាត់,070804,អណ្ដូងខ្មែរ,Andoung Khmer,07,0708
សង្កាត់,070805,ត្រើយកោះ,Traeuy Kaoh,07,0708
ឃុំ,080101,អំពៅព្រៃ,Ampov Prey,08,0801
ឃុំ,080102,អន្លង់រមៀត,Anlong Romiet,08,0801
ឃុំ,080103,បារគូ,Barku,08,0801
ឃុំ,080104,បឹងខ្យាង,Boeng Khyang,08,0801
ឃុំ,080105,ជើងកើប,Cheung Kaeub,08,0801
ឃុំ,080106,ដើមឫស,Daeum Rues,08,0801
ឃុំ,080107,កណ្ដោក,Kandaok,08,0801
ឃុំ,080108,ថ្មី,Thmei,08,0801
ឃុំ,080109,គោកត្រប់,Kouk Trab,08,0801
ឃុំ,080113,ព្រះពុទ្ធ,Preah Putth,08,0801
ឃុំ,080115,ព្រែករកា,Preaek Roka,08,0801
ឃុំ,080116,ព្រែកស្លែង,Preaek Slaeng,08,0801
ឃុំ,080117,រកា,Roka,08,0801
ឃុំ,080118,រលាំងកែន,Roleang Kaen,08,0801
ឃុំ,080122,សៀមរាប,Siem Reab,08,0801
ឃុំ,080125,ត្បែង,Tbaeng,08,0801
ឃុំ,080127,ត្រពាំងវែង,Trapeang Veaeng,08,0801
ឃុំ,080128,ទ្រា,Trea,08,0801
ឃុំ,080201,បន្ទាយដែក,Banteay Daek,08,0802
ឃុំ,080202,ឈើទាល,Chheu Teal,08,0802
ឃុំ,080203,ដីឥដ្ឋ,Dei Edth,08,0802
ឃុំ,080204,កំពង់ស្វាយ,Kampong Svay,08,0802
ឃុំ,080206,គគីរ,Kokir,08,0802
ឃុំ,080207,គគីរធំ,Kokir Thum,08,0802
ឃុំ,080208,ភូមិធំ,Phum Thum,08,0802
ឃុំ,080211,សំរោងធំ,Samraong Thum,08,0802
ឃុំ,080301,បាក់ដាវ,Bak Dav,08,0803
ឃុំ,080302,ជ័យធំ,Chey Thum,08,0803
ឃុំ,080303,កំពង់ចំលង,Kampong Chamlang,08,0803
ឃុំ,080304,កោះចូរ៉ាម,Kaoh Chouram,08,0803
ឃុំ,080305,កោះឧកញ៉ាតី,Kaoh Oknha Tei,08,0803
ឃុំ,080306,ព្រះប្រសប់,Preah Prasab,08,0803
ឃុំ,080307,ព្រែកអំពិល,Preaek Ampil,08,0803
ឃុំ,080308,ព្រែកលួង,Preaek Luong,08,0803
ឃុំ,080309,ព្រែកតាកូវ,Preaek Ta kov,08,0803
ឃុំ,080310,ព្រែកតាមាក់,Preaek Ta Meak,08,0803
ឃុំ,080311,ពុកឫស្សី,Puk Ruessei,08,0803
ឃុំ,080312,រកាជន្លឹង,Roka Chonlueng,08,0803
ឃុំ,080313,សន្លុង,Sanlung,08,0803
ឃុំ,080314,ស៊ីធរ,Sithor,08,0803
ឃុំ,080315,ស្វាយជ្រំ,Svay Chrum,08,0803
ឃុំ,080316,ស្វាយរមៀត,Svay Romiet,08,0803
ឃុំ,080317,តាឯក,Ta Aek,08,0803
ឃុំ,080318,វិហារសួគ៌,Vihear Suork,08,0803
ឃុំ,080401,ឈើខ្មៅ,Chheu Kmau,08,0804
ឃុំ,080402,ជ្រោយតាកែវ,Chrouy Ta Kaev,08,0804
ឃុំ,080403,កំពង់កុង,Kampong Kong,08,0804
ឃុំ,080404,កោះធំ ‹ក›,Kaoh Thum Ka,08,0804
ឃុំ,080405,កោះធំ ‹ខ›,Kaoh Thum Kha,08,0804
ឃុំ,080407,លើកដែក,Leuk Daek,08,0804
ឃុំ,080408,ពោធិ៍បាន,Pouthi Ban,08,0804
ឃុំ,080409,ព្រែកជ្រៃ,Prea​ek Chrey,08,0804
ឃុំ,080410,ព្រែកស្ដី,Preaek Sdei,08,0804
ឃុំ,080411,ព្រែកថ្មី,Preaek Thmei,08,0804
ឃុំ,080412,សំពៅពូន,Sampeou Poun,08,0804
ឃុំ,080501,កំពង់ភ្នំ,Kampong Phnum,08,0805
ឃុំ,080502,ក្អមសំណរ,Kam Samnar,08,0805
ឃុំ,080503,ខ្ពបអាទាវ,Khpob Ateav,08,0805
ឃុំ,080504,ពាមរាំង,Peam Reang,08,0805
ឃុំ,080505,ព្រែកដាច់,Preaek Dach,08,0805
ឃុំ,080506,ព្រែកទន្លាប់,Preaek Tonloab,08,0805
ឃុំ,080507,សណ្ដារ,Sandar,08,0805
ឃុំ,080601,អរិយក្សត្រ,Akreiy Ksatr,08,0806
ឃុំ,080602,បារុង,Barong,08,0806
ឃុំ,080603,បឹងគ្រំ,Boeng Krum,08,0806
ឃុំ,080604,កោះកែវ,Kaoh Kaev,08,0806
ឃុំ,080605,កោះរះ,Kaoh Reah,08,0806
ឃុំ,080606,ល្វាសរ,Lvea Sar,08,0806
ឃុំ,080607,ពាមឧកញ៉ាអុង,Peam Oknha Ong,08,0806
ឃុំ,080608,ភូមិធំ,Phum Thum,08,0806
ឃុំ,080609,ព្រែកក្មេង,Preaek Kmeng,08,0806
ឃុំ,080610,ព្រែករៃ,Preaek Rey,08,0806
ឃុំ,080611,ព្រែកឫស្សី,Preaek Ruessei,08,0806
ឃុំ,080612,សំបួរ,Sambuor,08,0806
ឃុំ,080613,សារិកាកែវ,Sarikakaev,08,0806
ឃុំ,080614,ថ្មគរ,Thma Kor,08,0806
ឃុំ,080615,ទឹកឃ្លាំង,Tuek Khleang,08,0806
ឃុំ,080703,ព្រែកអញ្ចាញ,Preaek Anhchanh,08,0807
ឃុំ,080704,ព្រែកដំបង,Preaek Dambang,08,0807
ឃុំ,080707,រកាកោង ទី ១,Roka Kong Ti Muoy,08,0807
ឃុំ,080708,រកាកោង ទី ២,Roka Kong Ti Pir,08,0807
ឃុំ,080709,ឫស្សីជ្រោយ,Ruessei Chrouy,08,0807
ឃុំ,080710,សំបួរមាស,Sambuor Meas,08,0807
ឃុំ,080711,ស្វាយអំពារ,Svay Ampear,08,0807
ឃុំ,080801,បែកចាន,Baek Chan,08,0808
ឃុំ,080803,ឆក់ឈើនាង,Chhak Chheu Neang,08,0808
ឃុំ,080804,ដំណាក់អំពិល,Damnak Ampil,08,0808
ឃុំ,080807,ក្រាំងម្កាក់,Krang Mkak,08,0808
ឃុំ,080808,លំហាច,Lumhach,08,0808
ឃុំ,080809,ម្កាក់,Mkak,08,0808
ឃុំ,080811,ពើក,Peuk,08,0808
ឃុំ,080813,ព្រៃពួច,Prey Puoch,08,0808
ឃុំ,080814,សំរោងលើ,Samraong Leu,08,0808
ឃុំ,080816,ទួលព្រេជ,Tuol Prech,08,0808
ឃុំ,080901,ឈ្វាំង,Chhveang,08,0809
ឃុំ,080902,ជ្រៃលាស់,Chrey Loas,08,0809
ឃុំ,080903,កំពង់ហ្លួង,Kampong Luong,08,0809
ឃុំ,080904,កំពង់អុស,Kampong Os,08,0809
ឃុំ,080905,កោះចិន,Kaoh Chen,08,0809
ឃុំ,080906,ភ្នំបាត,Phnum Bat,08,0809
ឃុំ,080907,ពញាឮ,Ponhea Lueu,08,0809
ឃុំ,080910,ព្រែកតាទែន,Preaek Ta Teaen,08,0809
ឃុំ,080911,ផ្សារដែក,Phsar Daek,08,0809
ឃុំ,080913,ទំនប់ធំ,Tumnob Thum,08,0809
ឃុំ,080914,វិហារហ្លួង,Vihear Luong,08,0809
ឃុំ,081001,ខ្ពប,Khpob,08,0810
ឃុំ,081003,កោះខែល,Kaoh Khael,08,0810
ឃុំ,081004,កោះខ្សាច់ទន្លា,Kaoh Khsach Tonlea,08,0810
ឃុំ,081005,ក្រាំងយ៉ូវ,Krang Yov,08,0810
ឃុំ,081006,ប្រាសាទ,Prasat,08,0810
ឃុំ,081007,ព្រែកអំបិល,Preaek Ambel,08,0810
ឃុំ,081008,ព្រែកគយ,Preaek Koy,08,0810
ឃុំ,081010,ស្អាងភ្នំ,Sang Phnum,08,0810
ឃុំ,081012,ស្វាយប្រទាល,Svay Prateal,08,0810
ឃុំ,081014,តាលន់,Ta Lon,08,0810
ឃុំ,081015,ត្រើយស្លា,Traeuy Sla,08,0810
ឃុំ,081016,ទឹកវិល,Tuek Vil,08,0810
សង្កាត់,081101,តាក្ដុល,Ta Kdol,08,0811
សង្កាត់,081102,ព្រែកឫស្សី,Prek Ruessey,08,0811
សង្កាត់,081103,ដើមមៀន,Doeum Mien,08,0811
សង្កាត់,081104,តាខ្មៅ,Ta Khmao,08,0811
សង្កាត់,081105,ព្រែកហូរ,Prek Ho,08,0811
សង្កាត់,081106,កំពង់សំណាញ់,Kampong Samnanh,08,0811
សង្កាត់,081107,ស្វាយរលំ,Svay Rolum,08,0811
សង្កាត់,081108,កោះអន្លង់ចិន,Kaoh Anlong Chen,08,0811
សង្កាត់,081109,សិត្បូ,Setbou,08,0811
សង្កាត់,081110,រកាខ្ពស់,Roka Khpos,08,0811
ឃុំ,090101,អណ្ដូងទឹក,Andoung Tuek,09,0901
ឃុំ,090102,កណ្ដោល,Kandaol,09,0901
ឃុំ,090103,តានូន,Ta Noun,09,0901
ឃុំ,090104,ថ្មស,Thma Sa,09,0901
ឃុំ,090201,កោះស្ដេច,Kaoh Sdach,09,0902
ឃុំ,090202,ភ្ញីមាស,Phnhi Meas,09,0902
ឃុំ,090203,ព្រែកខ្សាច់,Preaek Khsach,09,0902
ឃុំ,090301,ជ្រោយប្រស់,Chrouy Pras,09,0903
ឃុំ,090302,កោះកាពិ,Kaoh Kapi,09,0903
ឃុំ,090303,តាតៃក្រោម,Ta Tai Kraom,09,0903
ឃុំ,090304,ត្រពាំងរូង,Trapeang Rung,09,0903
សង្កាត់,090401,ស្មាច់មានជ័យ,Smach Mean Chey,09,0904
សង្កាត់,090402,ដងទង់,Dang Tong,09,0904
សង្កាត់,090403,ស្ទឹងវែង,Stueng Veaeng,09,0904
ឃុំ,090501,ប៉ាក់ខ្លង,Pak Khlang,09,0905
ឃុំ,090502,ពាមក្រសោប,Peam Krasaob,09,0905
ឃុំ,090503,ទួលគគីរ,Tuol Kokir,09,0905
ឃុំ,090601,បឹងព្រាវ,Boeng Preav,09,0906
ឃុំ,090602,ជី ខ ក្រោម,Chi Kha Kraom,09,0906
ឃុំ,090603,ជី ខ លើ,Chi kha Leu,09,0906
ឃុំ,090604,ជ្រោយស្វាយ,Chrouy Svay,09,0906
ឃុំ,090605,ដងពែង,Dang Peaeng,09,0906
ឃុំ,090606,ស្រែអំបិល,Srae Ambel,09,0906
ឃុំ,090701,តាទៃលើ,Ta Tey Leu,09,0907
ឃុំ,090702,ប្រឡាយ,Pralay,09,0907
ឃុំ,090703,ជំនាប់,Chumnoab,09,0907
ឃុំ,090704,ឫស្សីជ្រុំ,Ruessei Chrum,09,0907
ឃុំ,090705,ជីផាត,Chi Phat,09,0907
ឃុំ,090706,ថ្មដូនពៅ,Thma Doun Pov,09,0907
ឃុំ,100101,ឆ្លូង,Chhloung,10,1001
ឃុំ,100102,ដំរីផុង,Damrei Phong,10,1001
ឃុំ,100103,ហាន់ជ័យ,Han Chey,10,1001
ឃុំ,100104,កំពង់ដំរី,Kampong Damrei,10,1001
ឃុំ,100105,កញ្ជរ,Kanhchor,10,1001
ឃុំ,100106,ខ្សាច់អណ្ដែត,Khsach Andeth,10,1001
ឃុំ,100107,ពង្រ,Pongro,10,1001
ឃុំ,100108,ព្រែកសាម៉ាន់,Preaek Saman,10,1001
សង្កាត់,100207,កោះទ្រង់,Kaoh Trong,10,1002
សង្កាត់,100208,ក្រគរ,Krakor,10,1002
សង្កាត់,100209,ក្រចេះ,Kracheh,10,1002
សង្កាត់,100210,អូរឫស្សី,Ou Ruessei,10,1002
សង្កាត់,100211,រកាកណ្ដាល,Roka Kandal,10,1002
ឃុំ,100301,ចំបក់,Chambâk,10,1003
ឃុំ,100302,ជ្រោយបន្ទាយ,Chrouy Banteay,10,1003
ឃុំ,100303,កំពង់គរ,Kampong Kor,10,1003
ឃុំ,100304,កោះតាស៊ុយ,Koh Ta Suy,10,1003
ឃុំ,100305,ព្រែកប្រសព្វ,Preaek Prasab,10,1003
ឃុំ,100306,ឫស្សីកែវ,Russey Keo,10,1003
ឃុំ,100307,សោប,Saob,10,1003
ឃុំ,100308,តាម៉ៅ,Ta Mao,10,1003
ឃុំ,100401,បឹងចារ,Boeng Char,10,1004
ឃុំ,100402,កំពង់ចាម,Kampong Cham,10,1004
ឃុំ,100403,ក្បាលដំរី,Kbal Damrei,10,1004
ឃុំ,100404,កោះខ្ញែរ,Kaoh Khnhaer,10,1004
ឃុំ,100405,អូរគ្រៀង,Ou Krieng,10,1004
ឃុំ,100406,រលួសមានជ័យ,Roluos Mean Chey,10,1004
ឃុំ,100407,សំបូរ,Sambour,10,1004
ឃុំ,100408,សណ្ដាន់,Sandan,10,1004
ឃុំ,100409,ស្រែជិះ,Srae Chis,10,1004
ឃុំ,100410,វឌ្ឍនៈ,Voadthonak,10,1004
ឃុំ,100501,ឃ្សឹម,Khsuem,10,1005
ឃុំ,100502,ពីរធ្នូ,Pir Thnu,10,1005
ឃុំ,100503,ស្នួល,Snuol,10,1005
ឃុំ,100504,ស្រែចារ,Srae Char,10,1005
ឃុំ,100505,ស្វាយជ្រះ,Svay Chreah,10,1005
ឃុំ,100506,គ្រញូងសែនជ័យ,Kronhoung Saen Chey,10,1005
ឃុំ,100601,បុសលាវ,Bos Leav,10,1006
ឃុំ,100602,ចង្ក្រង់,Changkrang,10,1006
ឃុំ,100603,ដារ,Dar,10,1006
ឃុំ,100604,កន្ទួត,Kantuot,10,1006
ឃុំ,100605,គោលាប់,Kou Loab,10,1006
ឃុំ,100606,កោះច្រែង,Kaoh Chraeng,10,1006
ឃុំ,100607,សំបុក,Sambok,10,1006
ឃុំ,100608,ថ្មអណ្ដើក,Thma Andaeuk,10,1006
ឃុំ,100609,ថ្មគ្រែ,Thma Kreae,10,1006
ឃុំ,100610,ថ្មី,Thmei,10,1006
ឃុំ,110101,ចុងផ្លាស់,Chong Phlah,11,1101
ឃុំ,110102,មេម៉ង់,Memang,11,1101
ឃុំ,110103,ស្រែឈូក,Srae Chhuk,11,1101
ឃុំ,110104,ស្រែខ្ទុម,Srae Khtum,11,1101
ឃុំ,110105,ស្រែព្រះ,Srae Preah,11,1101
ឃុំ,110201,ណងឃីលិក,Nang Khi Lik,11,1102
ឃុំ,110202,អ បួនលើ,A Buon Leu,11,1102
ឃុំ,110203,រយ៉,Roya,11,1102
ឃុំ,110204,សុខសាន្ដ,Sokh Sant,11,1102
ឃុំ,110205,ស្រែហ៊ុយ,Srae Huy,11,1102
ឃុំ,110206,ស្រែសង្គម,Srae Sangkum,11,1102
ឃុំ,110301,ដាក់ដាំ,Dak Dam,11,1103
ឃុំ,110302,សែនមនោរម្យ,Saen Monourom,11,1103
ឃុំ,110401,ក្រង់តេះ,Krang Teh,11,1104
ឃុំ,110402,ពូជ្រៃ,Pu Chrey,11,1104
ឃុំ,110403,ស្រែអំពូម,Srae Ampum,11,1104
ឃុំ,110404,ប៊ូស្រា,Bu Sra,11,1104
សង្កាត់,110501,មនោរម្យ,Monourom,11,1105
សង្កាត់,110502,សុខដុម,Sokh Dom,11,1105
សង្កាត់,110503,ស្ពានមានជ័យ,Spean Mean Chey,11,1105
សង្កាត់,110504,រមនា,Romonea,11,1105
សង្កាត់,120101,ទន្លេបាសាក់,Tonle Basak,12,1201
សង្កាត់,120109,ទួលទំពូងទី ២,Tuol Tumpung Ti Pir,12,1201
សង្កាត់,120110,ទួលទំពូងទី ១,Tuol Tumpung Ti Muoy,12,1201
សង្កាត់,120111,បឹងត្របែក,Boeng Trabaek,12,1201
សង្កាត់,120112,ផ្សារដើមថ្កូវ,Phsar Daeum Thkov,12,1201
សង្កាត់,120201,ផ្សារថ្មីទី ១,Phsar Thmei Ti Muoy,12,1202
សង្កាត់,120202,ផ្សារថ្មីទី ២,Phsar Thmei Ti Pir,12,1202
សង្កាត់,120203,ផ្សារថ្មីទី ៣,Phsar Thmei Ti Bei,12,1202
សង្កាត់,120204,បឹងរាំង,Boeng Reang,12,1202
សង្កាត់,120205,ផ្សារកណ្ដាលទី១,Phsar Kandal Ti Muoy,12,1202
សង្កាត់,120206,ផ្សារកណ្ដាលទី២,Phsar Kandal Ti Pir,12,1202
សង្កាត់,120207,ចតុមុខ,Chakto Mukh,12,1202
សង្កាត់,120208,ជ័យជំនះ,Chey Chummeah,12,1202
សង្កាត់,120209,ផ្សារចាស់,Phsar Chas,12,1202
សង្កាត់,120210,ស្រះចក,Srah Chak,12,1202
សង្កាត់,120211,វត្ដភ្នំ,Voat Phnum,12,1202
សង្កាត់,120301,អូរឫស្សីទី ១,Ou Ruessei Ti Muoy,12,1203
សង្កាត់,120302,អូរឫស្សីទី ២,Ou Ruessei Ti Pir,12,1203
សង្កាត់,120303,អូរឫស្សីទី ៣,Ou Ruessei Ti Bei,12,1203
សង្កាត់,120304,អូរឫស្សីទី ៤,Ou Ruessei Ti Buon,12,1203
សង្កាត់,120305,មនោរម្យ,Monourom,12,1203
សង្កាត់,120306,មិត្ដភាព,Mittapheap,12,1203
សង្កាត់,120307,វាលវង់,Veal Vong,12,1203
សង្កាត់,120308,បឹងព្រលឹត,Boeng Proluet,12,1203
សង្កាត់,120401,ផ្សារដេប៉ូទី ១,Phsar Depou Ti Muoy,12,1204
សង្កាត់,120402,ផ្សារដេប៉ូទី ២,Phsar Depou Ti Pir,12,1204
សង្កាត់,120403,ផ្សារដេប៉ូទី ៣,Phsar Depou Ti Bei,12,1204
សង្កាត់,120404,ទឹកល្អក់ទី ១,Tuek Lak Ti Muoy,12,1204
សង្កាត់,120405,ទឹកល្អក់ទី ២,Tuek Lak Ti Pir,12,1204
សង្កាត់,120406,ទឹកល្អក់ទី ៣,Tuek Lak Ti Bei,12,1204
សង្កាត់,120407,បឹងកក់ទី ១,Boeng Kak Ti Muoy,12,1204
សង្កាត់,120408,បឹងកក់ទី ២,Boeng Kak Ti Pir,12,1204
សង្កាត់,120409,ផ្សារដើមគរ,Phsar Daeum Kor,12,1204
